2;3;4;Name;DAD;GP;TF;EA;IDD;EV;VC;DFM;CP;distanciaRequerida;distanciaPredict;residuos
2;3;4;300;5200;1;1;70;2;15;5;0;1;6359.5782;6359.776668;-0.354808633
2;3;4;301;5000;0.6;3;70;2;15;5;0;1;6403.2805;6400.733725;1.412859753
2;3;4;302;5200;0.6;3;70;2;15;5;0;1;6613.41172;6613.669562;1.412859753
2;3;4;303;5000;1;3;70;2;15;5;0;1;6601.5175;6601.610862;1.412859753
2;3;4;304;5200;1;3;70;2;15;5;0;1;6819.5782;6822.788251;2.247542224
2;3;4;305;5000;0.6;1;50;4;15;5;0;1;5943.2805;5937.722142;2.247542224
2;3;4;306;5200;0.6;1;50;4;15;5;0;1;6153.41172;6150.657979;2.247542224
2;3;4;307;5000;1;1;50;4;15;5;0;1;6141.5175;6138.599279;-2.344429367
2;3;4;308;5200;1;1;50;4;15;5;0;1;6359.5782;6359.776668;-2.344429367
2;3;4;309;5000;0.6;3;50;4;15;5;0;1;6403.2805;6400.733725;-2.344429367
2;3;4;310;5200;0.6;3;50;4;15;5;0;1;6613.41172;6613.669562;0.995594826
2;3;4;311;5000;1;3;50;4;15;5;0;1;6601.5175;6601.610862;0.995594826
2;3;4;312;5200;1;3;50;4;15;5;0;1;6819.5782;6822.788251;0.995594826
2;3;4;313;5000;0.6;1;70;4;15;5;0;1;6403.2805;6400.733725;-3.324898934
2;3;4;314;5200;0.6;1;70;4;15;5;0;1;6613.41172;6613.669562;5.201813838
2;3;4;315;5000;1;1;70;4;15;5;0;1;6601.5175;6601.610862;5.201813838
2;3;4;316;5200;1;1;70;4;15;5;0;1;6819.5782;6822.788251;5.201813838
2;3;4;317;5000;0.6;3;70;4;15;5;0;1;6863.2805;6863.745308;-3.03010573
2;3;4;318;5200;0.6;3;70;4;15;5;0;1;7073.41172;7076.681145;0.739127838
2;3;4;319;5000;1;3;70;4;15;5;0;1;7061.5175;7064.622445;0.739127838
2;3;4;320;5200;1;3;70;4;15;5;0;1;7279.5782;7285.799834;0.739127838
2;3;4;321;5000;0.6;1;50;2;5;15;0;1;5519.8505;5511.474626;-1.400874463
2;3;4;322;5200;0.6;1;50;2;5;15;0;1;5731.44452;5725.942983;-1.374653259
2;3;4;323;5000;1;1;50;2;5;15;0;1;5719.4675;5713.799143;4.254195498
2;3;4;324;5200;1;1;50;2;5;15;0;1;5939.0462;5936.509052;-3.26942539
2;3;4;325;5000;0.6;3;50;2;5;15;0;1;5979.8505;5974.486209;-11.69916248
2;3;4;326;5200;0.6;3;50;2;5;15;0;1;6191.44452;6188.954566;-11.72518686
2;3;4;327;5000;1;3;50;2;5;15;0;1;6179.4675;6176.810726;7.300670293
2;3;4;328;5200;1;3;50;2;5;15;0;1;6399.0462;6399.520635;-3.533212378
2;3;4;329;5000;0.6;1;70;2;5;15;0;1;5979.8505;5974.486209;-4.956530849
2;3;4;330;5200;0.6;1;70;2;5;15;0;1;6191.44452;6188.954566;-4.956530849
2;3;4;331;5000;1;1;70;2;5;15;0;1;6179.4675;6176.810726;-4.956530849
2;3;4;332;5200;1;1;70;2;5;15;0;1;6399.0462;6399.520635;-11.18876344
2;3;4;333;5000;0.6;3;70;2;5;15;0;1;6439.8505;6437.497792;-0.727403189
2;3;4;334;5200;0.6;3;70;2;5;15;0;1;6651.44452;6651.966149;-0.727403189
2;3;4;335;5000;1;3;70;2;5;15;0;1;6639.4675;6639.822309;-0.727403189
2;3;4;336;5200;1;3;70;2;5;15;0;1;6859.0462;6862.532218;-0.464808185
2;3;4;337;5000;0.6;1;50;4;5;15;0;1;5979.8505;5974.486209;-11.50386783
2;3;4;338;5200;0.6;1;50;4;5;15;0;1;6191.44452;6188.954566;-5.168897838
2;3;4;339;5000;1;1;50;4;5;15;0;1;6179.4675;6176.810726;-5.168897838
2;3;4;340;5200;1;1;50;4;5;15;0;1;6399.0462;6399.520635;-5.168897838
2;3;4;341;5000;0.6;3;50;4;5;15;0;1;6439.8505;6437.497792;-1.911781645
2;3;4;342;5200;0.6;3;50;4;5;15;0;1;6651.44452;6651.966149;-1.911781645
2;3;4;343;5000;1;3;50;4;5;15;0;1;6639.4675;6639.822309;-1.911781645
2;3;4;344;5200;1;3;50;4;5;15;0;1;6859.0462;6862.532218;-0.658875174
2;3;4;345;5000;0.6;1;70;4;5;15;0;1;6439.8505;6437.497792;-6.091257475
2;3;4;346;5200;0.6;1;70;4;5;15;0;1;6651.44452;6651.966149;-6.091257475
2;3;4;347;5000;1;1;70;4;5;15;0;1;6639.4675;6639.822309;-6.091257475
2;3;4;348;5200;1;1;70;4;5;15;0;1;6859.0462;6862.532218;2.416948425
2;3;4;349;5000;0.6;3;70;4;5;15;0;1;6899.8505;6900.509375;2.416948425
2;3;4;350;5200;0.6;3;70;4;5;15;0;1;7111.44452;7114.977732;2.416948425
2;3;4;351;5000;1;3;70;4;5;15;0;1;7099.4675;7102.833892;-2.175628633
2;3;4;352;5200;1;3;70;4;5;15;0;1;7319.0462;7325.543801;-2.175628633
2;3;4;353;5000;0.6;1;50;2;15;15;0;1;6481.6415;6483.231493;-2.175628633
2;3;4;354;5200;0.6;1;50;2;15;15;0;1;6731.70716;6734.786834;-4.60157627
2;3;4;355;5000;1;1;50;2;15;15;0;1;6717.5525;6720.582606;-4.60157627
2;3;4;356;5200;1;1;50;2;15;15;0;1;6977.0546;6980.379499;-4.60157627
2;3;4;357;5000;0.6;3;50;2;15;15;0;1;6941.6415;6946.243076;1.342015969
2;3;4;358;5200;0.6;3;50;2;15;15;0;1;7191.70716;7197.798417;-6.221633861
2;3;4;359;5000;1;3;50;2;15;15;0;1;7177.5525;7183.594189;0.134941066
2;3;4;360;5200;1;3;50;2;15;15;0;1;7437.0546;7443.391082;-1.44400573
2;3;4;361;5000;0.6;1;70;2;15;15;0;1;6941.6415;6946.243076;-3.086861838
2;3;4;362;5200;0.6;1;70;2;15;15;0;1;7191.70716;7197.798417;-2.96436732
2;3;4;363;5000;1;1;70;2;15;15;0;1;7177.5525;7183.594189;-6.497600849
2;3;4;364;5200;1;1;70;2;15;15;0;1;7437.0546;7443.391082;4.424442764
2;3;4;365;5000;0.6;3;70;2;15;15;0;1;7401.6415;7409.254659;-3.104944656
2;3;4;366;5200;0.6;3;70;2;15;15;0;1;7651.70716;7660.81;-5.09342539
2;3;4;367;5000;1;3;70;2;15;15;0;1;7637.5525;7646.605772;-3.366391645
2;3;4;368;5200;1;3;70;2;15;15;0;1;7897.0546;7906.402665;-8.7938741
2;3;4;369;5000;0.6;1;50;4;15;15;0;1;6941.6415;6946.243076;-8.7938741
2;3;4;370;5200;0.6;1;50;4;15;15;0;1;7191.70716;7197.798417;-8.7938741
2;3;4;371;5000;1;1;50;4;15;15;0;1;7177.5525;7183.594189;-7.546074486
2;3;4;372;5200;1;1;50;4;15;15;0;1;7437.0546;7443.391082;-7.546074486
2;3;4;373;5000;0.6;3;50;4;15;15;0;1;7401.6415;7409.254659;-7.546074486
2;3;4;374;5200;0.6;3;50;4;15;15;0;1;7651.70716;7660.81;-5.356012378
2;3;4;375;5000;1;3;50;4;15;15;0;1;7637.5525;7646.605772;-8.558335066
2;3;4;376;5200;1;3;50;4;15;15;0;1;7897.0546;7906.402665;-8.558335066
2;3;4;377;5000;0.6;1;70;4;15;15;0;1;7401.6415;7409.254659;-8.558335066
2;3;4;378;5200;0.6;1;70;4;15;15;0;1;7651.70716;7660.81;-6.336481946
2;3;4;379;5000;1;1;70;4;15;15;0;1;7637.5525;7646.605772;-6.336481946
2;3;4;380;5200;1;1;70;4;15;15;0;1;7897.0546;7906.402665;-6.336481946
2;3;4;381;5000;0.6;3;70;4;15;15;0;1;7861.6415;7872.266242;-2.015988185
2;3;4;382;5200;0.6;3;70;4;15;15;0;1;8111.70716;8123.821583;-7.533375452
2;3;4;383;5000;1;3;70;4;15;15;0;1;8097.5525;8109.617355;-7.533375452
2;3;4;384;5200;1;3;70;4;15;15;0;1;8357.0546;8369.414248;-7.533375452
2;3;4;385;5000;0.6;1;50;2;5;5;1;1;5610.1002;5610.828888;-6.041688741
2;3;4;386;5200;0.6;1;50;2;5;5;1;1;5823.464208;5827.147168;-6.041688741
2;3;4;387;5000;1;1;50;2;5;5;1;1;5811.387;5814.900554;-6.041688741
2;3;4;388;5200;1;1;50;2;5;5;1;1;6032.80248;6039.460385;5.212793189
2;3;4;389;5000;0.6;3;50;2;5;5;1;1;6162.1002;6159.863637;-2.272455174
2;3;4;390;5200;0.6;3;50;2;5;5;1;1;6375.464208;6376.181917;-4.412457475
2;3;4;391;5000;1;3;50;2;5;5;1;1;6363.387;6363.935303;-4.412457475
2;3;4;392;5200;1;3;50;2;5;5;1;1;6584.80248;6588.495134;-4.412457475
2;3;4;393;5000;0.6;1;70;2;5;5;1;1;6162.1002;6159.863637;-4.38623627
2;3;4;394;5200;0.6;1;70;2;5;5;1;1;6375.464208;6376.181917;-4.38623627
2;3;4;395;5000;1;1;70;2;5;5;1;1;6363.387;6363.935303;-4.38623627
2;3;4;396;5200;1;1;70;2;5;5;1;1;6584.80248;6588.495134;8.167064803
2;3;4;397;5000;0.6;3;70;2;5;5;1;1;6714.1002;6708.898386;-7.968113861
2;3;4;398;5200;0.6;3;70;2;5;5;1;1;6927.464208;6925.216666;-1.482625483
2;3;4;399;5000;1;3;70;2;5;5;1;1;6915.387;6912.970052;-1.482625483
2;3;4;400;5200;1;3;70;2;5;5;1;1;7136.80248;7137.529883;-1.482625483
2;3;4;401;5000;0.6;1;50;4;5;5;1;1;6162.1002;6159.863637;-8.733911514
2;3;4;402;5200;0.6;1;50;4;5;5;1;1;6375.464208;6376.181917;-8.733911514
2;3;4;403;5000;1;1;50;4;5;5;1;1;6363.387;6363.935303;-8.733911514
2;3;4;404;5200;1;1;50;4;5;5;1;1;6584.80248;6588.495134;-8.180480849
2;3;4;405;5000;0.6;3;50;4;5;5;1;1;6714.1002;6708.898386;-9.102840486
2;3;4;406;5200;0.6;3;50;4;5;5;1;1;6927.464208;6925.216666;-9.102840486
2;3;4;407;5000;1;3;50;4;5;5;1;1;6915.387;6912.970052;-9.102840486
2;3;4;408;5200;1;3;50;4;5;5;1;1;7136.80248;7137.529883;-4.923364656
2;3;4;409;5000;0.6;1;70;4;5;5;1;1;6714.1002;6708.898386;-8.7599359
2;3;4;410;5200;0.6;1;70;4;5;5;1;1;6927.464208;6925.216666;-8.7599359
2;3;4;411;5000;1;1;70;4;5;5;1;1;6915.387;6912.970052;-8.7599359
2;3;4;412;5200;1;1;70;4;5;5;1;1;7136.80248;7137.529883;-8.223512479
2;3;4;413;5000;0.6;3;70;4;5;5;1;1;7266.1002;7257.933135;-8.223512479
2;3;4;414;5200;0.6;3;70;4;5;5;1;1;7479.464208;7474.251415;-8.223512479
2;3;4;415;5000;1;3;70;4;5;5;1;1;7467.387;7462.004801;2.237847776
2;3;4;416;5200;1;3;70;4;5;5;1;1;7688.80248;7686.564632;-7.613159282
2;3;4;417;5000;0.6;1;50;2;15;5;1;1;6579.9366;6590.447925;-7.613159282
2;3;4;418;5200;0.6;1;50;2;15;5;1;1;6832.094064;6843.853189;-7.613159282
2;3;4;419;5000;1;1;50;2;15;5;1;1;6817.821;6829.546187;-5.187211645
2;3;4;420;5200;1;1;50;2;15;5;1;1;7079.49384;7091.193002;-8.538616865
2;3;4;421;5000;0.6;3;50;2;15;5;1;1;7131.9366;7139.482674;-8.538616865
2;3;4;422;5200;0.6;3;50;2;15;5;1;1;7384.094064;7392.887938;-8.538616865
2;3;4;423;5000;1;3;50;2;15;5;1;1;7369.821;7378.580936;-0.658748293
2;3;4;424;5200;1;3;50;2;15;5;1;1;7631.49384;7640.227752;-2.876641946
2;3;4;425;5000;0.6;1;70;2;15;5;1;1;7131.9366;7139.482674;-2.876641946
2;3;4;426;5200;0.6;1;70;2;15;5;1;1;7384.094064;7392.887938;-2.876641946
2;3;4;427;5000;1;1;70;2;15;5;1;1;7369.821;7378.580936;5.38219939
2;3;4;428;5200;1;1;70;2;15;5;1;1;7631.49384;7640.227752;-4.455588741
2;3;4;429;5000;0.6;3;70;2;15;5;1;1;7683.9366;7688.517424;-4.455588741
2;3;4;430;5200;0.6;3;70;2;15;5;1;1;7936.094064;7941.922687;-4.455588741
2;3;4;431;5000;1;3;70;2;15;5;1;1;7921.821;7927.615685;0.697498193
2;3;4;432;5200;1;3;70;2;15;5;1;1;8183.49384;8189.262501;-9.09E-13
2;3;4;433;5000;0.6;1;50;4;15;5;1;1;7131.9366;7139.482674;-9.09E-13
2;3;4;434;5200;0.6;1;50;4;15;5;1;1;7384.094064;7392.887938;-9.09E-13
2;3;4;435;5000;1;1;50;4;15;5;1;1;7369.821;7378.580936;-9.09E-13
2;3;4;436;5200;1;1;50;4;15;5;1;1;7631.49384;7640.227752;-9.348064958
2;3;4;437;5000;0.6;3;50;4;15;5;1;1;7683.9366;7688.517424;-9.348064958
2;3;4;438;5200;0.6;3;50;4;15;5;1;1;7936.094064;7941.922687;-9.348064958
2;3;4;439;5000;1;3;50;4;15;5;1;1;7921.821;7927.615685;-0.697498193
2;3;4;440;5200;1;3;50;4;15;5;1;1;8183.49384;8189.262501;-5.828623135
2;3;4;441;5000;0.6;1;70;4;15;5;1;1;7683.9366;7688.517424;-5.828623135
2;3;4;442;5200;0.6;1;70;4;15;5;1;1;7936.094064;7941.922687;-5.828623135
2;3;4;443;5000;1;1;70;4;15;5;1;1;7921.821;7927.615685;-9.053271753
2;3;4;444;5200;1;1;70;4;15;5;1;1;8183.49384;8189.262501;-9.053271753
2;3;4;445;5000;0.6;3;70;4;15;5;1;1;8235.9366;8237.552173;-9.053271753
2;3;4;446;5200;0.6;3;70;4;15;5;1;1;8488.094064;8490.957436;-5.5930841
2;3;4;447;5000;1;3;70;4;15;5;1;1;8473.821;8476.650434;-5.5930841
2;3;4;448;5200;1;3;70;4;15;5;1;1;8735.49384;8738.29725;-5.5930841
2;3;4;449;5000;0.6;1;50;2;5;15;1;1;6623.8206;6634.319226;-7.424040486
2;3;4;450;5200;0.6;1;50;2;5;15;1;1;6877.733424;6889.25701;-7.424040486
2;3;4;451;5000;1;1;50;2;5;15;1;1;6863.361;6874.864868;-7.424040486
2;3;4;452;5200;1;1;50;2;5;15;1;1;7126.85544;7138.044203;-4.580823521
2;3;4;453;5000;0.6;3;50;2;5;15;1;1;7175.8206;7183.353975;-4.580823521
2;3;4;454;5200;0.6;3;50;2;5;15;1;1;7429.733424;7438.291759;-4.580823521
2;3;4;455;5000;1;3;50;2;5;15;1;1;7415.361;7423.899617;0.658748293
2;3;4;456;5200;1;3;50;2;5;15;1;1;7678.85544;7687.078952;-7.397819282
2;3;4;457;5000;0.6;1;70;2;5;15;1;1;7175.8206;7183.353975;-7.397819282
2;3;4;458;5200;0.6;1;70;2;5;15;1;1;7429.733424;7438.291759;-7.397819282
2;3;4;459;5000;1;1;70;2;5;15;1;1;7415.361;7423.899617;-4.568124486
2;3;4;460;5200;1;1;70;2;5;15;1;1;7678.85544;7687.078952;-4.568124486
2;3;4;461;5000;0.6;3;70;2;5;15;1;1;7727.8206;7732.388724;-4.568124486
2;3;4;462;5200;0.6;3;70;2;5;15;1;1;7981.733424;7987.326508;7.95266861
2;3;4;463;5000;1;3;70;2;5;15;1;1;7967.361;7972.934366;-0.101355776
2;3;4;464;5200;1;3;70;2;5;15;1;1;8230.85544;8236.113702;-12.1144235
2;3;4;465;5000;0.6;1;50;4;5;15;1;1;7175.8206;7183.353975;1.482625483
2;3;4;466;5200;0.6;1;50;4;5;15;1;1;7429.733424;7438.291759;1.482625483
2;3;4;467;5000;1;1;50;4;5;15;1;1;7415.361;7423.899617;1.482625483
2;3;4;468;5200;1;1;50;4;5;15;1;1;7678.85544;7687.078952;-10.62474229
2;3;4;469;5000;0.6;3;50;4;5;15;1;1;7727.8206;7732.388724;-5.768660548
2;3;4;470;5200;0.6;3;50;4;5;15;1;1;7981.733424;7987.326508;-5.768660548
2;3;4;471;5000;1;3;50;4;5;15;1;1;7967.361;7972.934366;-5.768660548
2;3;4;472;5200;1;3;50;4;5;15;1;1;8230.85544;8236.113702;-5.258261514
2;3;4;473;5000;0.6;1;70;4;5;15;1;1;7727.8206;7732.388724;-5.258261514
2;3;4;474;5200;0.6;1;70;4;5;15;1;1;7981.733424;7987.326508;-5.258261514
2;3;4;475;5000;1;1;70;4;5;15;1;1;7967.361;7972.934366;-5.794684934
2;3;4;476;5200;1;1;70;4;5;15;1;1;8230.85544;8236.113702;-5.794684934
2;3;4;477;5000;0.6;3;70;4;5;15;1;1;8279.8206;8281.423474;-5.794684934
2;3;4;478;5200;0.6;3;70;4;5;15;1;1;8533.733424;8536.361257;-5.888224958
2;3;4;479;5000;1;3;70;4;5;15;1;1;8519.361;8521.969115;-5.888224958
2;3;4;480;5200;1;3;70;4;5;15;1;1;8782.85544;8785.148451;-5.888224958
2;3;4;481;5000;0.6;1;50;2;15;15;1;1;7777.9698;7778.071156;-5.5733659
2;3;4;482;5200;0.6;1;50;2;15;15;1;1;8078.048592;8070.095923;-5.5733659
2;3;4;483;5000;1;1;50;2;15;15;1;1;8061.063;8053.643393;-5.5733659
2;3;4;484;5200;1;1;50;2;15;15;1;1;8372.46552;8353.909713;-7.467171753
2;3;4;485;5000;0.6;3;50;2;15;15;1;1;8329.9698;8327.105905;-7.467171753
2;3;4;486;5200;0.6;3;50;2;15;15;1;1;8630.048592;8619.130672;-7.467171753
2;3;4;487;5000;1;3;50;2;15;15;1;1;8613.063;8602.678142;-12.35964797
2;3;4;488;5200;1;3;50;2;15;15;1;1;8924.46552;8902.944462;18.5558072
2;3;4;489;5000;0.6;1;70;2;15;15;1;1;8329.9698;8327.105905;7.419606811
2;3;4;490;5200;0.6;1;70;2;15;15;1;1;8630.048592;8619.130672;-12.06485476
2;3;4;491;5000;1;1;70;2;15;15;1;1;8613.063;8602.678142;2.96436732
2;3;4;492;5200;1;1;70;2;15;15;1;1;8924.46552;8902.944462;3.086861838
2;3;4;493;5000;0.6;3;70;2;15;15;1;1;8881.9698;8876.140654;-10.4356235
2;3;4;494;5200;0.6;3;70;2;15;15;1;1;9182.048592;9168.165421;-2.86337217
2;3;4;495;5000;1;3;70;2;15;15;1;1;9165.063;9151.712891;-10.40940229
2;3;4;496;5200;1;3;70;2;15;15;1;1;9476.46552;9451.979211;-2.627833135
2;3;4;497;5000;0.6;1;50;4;15;15;1;1;8329.9698;8327.105905;-1.615572556
2;3;4;498;5200;0.6;1;50;4;15;15;1;1;8630.048592;8619.130672;-1.602873521
2;3;4;499;5000;1;1;50;4;15;15;1;1;8613.063;8602.678142;10.91791958
2;3;4;500;5200;1;1;50;4;15;15;1;1;8924.46552;8902.944462;10.91791958
2;3;4;501;5000;0.6;3;50;4;15;15;1;1;8881.9698;8876.140654;10.91791958
2;3;4;502;5200;0.6;3;50;4;15;15;1;1;9182.048592;9168.165421;2.863895189
2;3;4;503;5000;1;3;50;4;15;15;1;1;9165.063;9151.712891;2.863895189
2;3;4;504;5200;1;3;50;4;15;15;1;1;9476.46552;9451.979211;2.863895189
2;3;4;505;5000;0.6;1;70;4;15;15;1;1;8881.9698;8876.140654;-8.899807969
2;3;4;506;5200;0.6;1;70;4;15;15;1;1;9182.048592;9168.165421;-2.803409583
2;3;4;507;5000;1;1;70;4;15;15;1;1;9165.063;9151.712891;-2.293010548
2;3;4;508;5200;1;1;70;4;15;15;1;1;9476.46552;9451.979211;-10.47875476
2;3;4;509;5000;0.6;3;70;4;15;15;1;1;9433.9698;9425.175403;-2.829433969
2;3;4;510;5200;0.6;3;70;4;15;15;1;1;9734.048592;9717.20017;-2.608114934
2;3;4;511;5000;1;3;70;4;15;15;1;1;9717.063;9700.74764;21.52105816
2;3;4;512;5200;1;3;70;4;15;15;1;1;10028.46552;10001.01396;21.52105816
2;3;4;513;5100;0.8;2;60;3;10;10;1;1;7726.026048;7726.026048;21.52105816
2;3;4;514;5000;0.8;2;60;3;10;10;1;1;7596.1824;7596.879898;10.38485778
2;3;4;515;5200;0.8;2;60;3;10;10;1;1;7855.869696;7855.172198;10.38485778
2;3;4;516;5100;0.6;2;60;3;10;10;1;1;7603.395936;7604.054684;10.38485778
2;3;4;517;5100;1;2;60;3;10;10;1;1;7848.65616;7847.997412;13.88317054
2;3;4;518;5100;0.8;1;60;3;10;10;1;1;7450.026048;7451.508673;13.88317054
2;3;4;519;5100;0.8;3;60;3;10;10;1;1;8002.026048;8000.543423;13.88317054
2;3;4;520;5100;0.8;2;50;3;10;10;1;1;7450.026048;7451.508673;5.829146154
2;3;4;521;5100;0.8;2;70;3;10;10;1;1;8002.026048;8000.543423;5.829146154
2;3;4;522;5100;0.8;2;60;2;10;10;1;1;7450.026048;7451.508673;5.829146154
2;3;4;523;5100;0.8;2;60;4;10;10;1;1;8002.026048;8000.543423;24.48630913
2;3;4;524;5100;0.8;2;60;3;5;10;1;1;7174.190544;7177.154911;24.48630913
2;3;4;525;5100;0.8;2;60;3;15;10;1;1;8277.861552;8274.897185;24.48630913
2;3;4;526;5100;0.8;2;60;3;10;5;1;1;7151.387424;7154.474286;13.35010874
2;3;4;527;5100;0.8;2;60;3;10;15;1;1;8300.664672;8297.57781;13.35010874
2;3;4;528;5100;0.8;2;60;3;10;10;0;1;6438.35504;6438.35504;13.35010874
2;3;4;529;5100;0.8;2;60;3;10;10;1;1;7726.026048;7726.026048;16.84842151
2;3;4;530;5100;0.8;2;60;3;10;10;1;0;6718.28352;6718.28352;8.79439712
2;3;4;531;5100;0.8;2;60;3;10;10;1;1;7726.026048;7726.026048;27.45156009
2;3;4;532;5100;0.8;2;60;3;10;10;1;1;7726.026048;7726.026048;16.31535971
